Titre,Vendeur,Prix,Ville,Carburant,Boite à vitesses,Puissance Fiscale,Nombre des images,Type,Secteur,Origine,État,Marque,Modèle,Année-Modèle,Nombre de portes,Première main,Kilométrage,ABS,Airbags,CD/MP3/Bluetooth,Caméra De Recul,Climatisation,ESP,Jantes Aluminium,Limiteur De Vitesse,Ordinateur De Bord,Radar De Recul,Régulateur De Vitesse,Sièges Cuir,Système De Navigation/GPS,Toit Ouvrant,Verrouillage Centralisé À Distance,Vitres Électriques
Clio Compus,Particulier,69000.0,Tanger,Essence,Manuelle,6,4,"Voitures d'occasion, à vendre",Ahlane,WW au Maroc,Très bon,Renault,Clio,2012-01-01,5,0,134999.5,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1
Dacia Sandero Stepway Diesel Manuelle 2022 à Fès,Particulier,149000.0,Fès,Diesel,Manuelle,6,7,"Voitures d'occasion, à vendre",Agdal,WW au Maroc,Très bon,Dacia,sandero_stepway,2022-01-01,5,0,67499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Volkswagen Tiguan Diesel Automatique 2018,Particulier,330000.0,Casablanca,Diesel,Automatique,8,11,"Voitures d'occasion, à vendre",2 Mars,Dédouanée,Excellent,Volkswagen,Tiguan,2018-01-01,5,0,124999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Passat CC Diesel cuir Automatique ded 2013,Particulier,119000.0,Casablanca,Diesel,Automatique,8,6,"Voitures d'occasion, à vendre",Bourgogne,Dédouanée,Excellent,Volkswagen,PASSAT CC,2013-01-01,5,1,194999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Toyota C-HR Hybride Automatique 2021 à Casablanca,Abd nabaoui,215000.0,Casablanca,Hybride,Automatique,8,7,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Excellent,Toyota,C-HR,2021-01-01,5,1,57499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mercedes Clas A220 d 9cv Automatique pak AMG,Mohamed,195000.0,Casablanca,Diesel,Automatique,9,8,"Voitures d'occasion, à vendre",2 Mars,Dédouanée,Excellent,Mercedes-Benz,Classe A,2015-01-01,5,1,154999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Série 1 Diesel Manuelle 2010 diwana 2013,LAVAGE AUTO SAAD,98000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",2 Mars,Dédouanée,Excellent,BMW,Serie 1,2010-01-01,5,0,224999.5,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
Renault Clio explore Diesel Manuelle 2021 à Rabat,ZAK VOITURE,158000.0,Rabat,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Hay Nahda,WW au Maroc,Excellent,Renault,Clio,2021-01-01,5,1,82499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
BMW Série 1 Diesel Manuelle 2009 à Casablanca,LAVAGE AUTO SAAD,90000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",2 Mars,Dédouanée,Très bon,BMW,Serie 1,2009-01-01,5,0,274999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes C220 diesel,AUTO DOUBLE VOIE,113000.0,Kénitra,Diesel,Manuelle,9,10,"Voitures d'occasion, à vendre",Al Maghrib Al Arabi,WW au Maroc,Très bon,Mercedes-Benz,Classe C,2007-01-01,5,1,174999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
kia carens mazot 8ch,yahya,38000.0,Casablanca,Diesel,Manuelle,8,9,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Très bon,Kia,Carens,2005-01-01,5,1,194999.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Toyota Auris Diesel Manuelle 2010 à Casablanca,LAVAGE AUTO SAAD,79000.0,Casablanca,Diesel,Manuelle,5,8,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Très bon,Toyota,Auris,2010-01-01,5,0,154999.5,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
Land Rover Velar Diesel Automatique 2017 à Rabat,Auto design,395000.0,Rabat,Diesel,Automatique,8,20,"Voitures d'occasion, à vendre",Hay Riad,WW au Maroc,Excellent,Land Rover,Velar,2017-01-01,5,1,104999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Kia Rio Essence Manuelle 2008 à Casablanca,LAVAGE AUTO SAAD,46009.0,Casablanca,Essence,Manuelle,8,10,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Très bon,Kia,Rio,2008-01-01,5,1,144999.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Seat,Hechchad Achraf,75000.0,Agadir,Diesel,Manuelle,8,5,"Voitures d'occasion, à vendre",Riad Salam,WW au Maroc,Bon,Seat,Leon,2007-01-01,5,0,224999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
داصيا دوكير,auto ZAAFRI,110000.0,Fès,Diesel,Manuelle,6,9,"Voitures d'occasion, à vendre",Al Hadiqa,WW au Maroc,Excellent,Dacia,Dokker,2019-01-01,3,1,114999.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
BMW Série 525 D 8cv Automatique pak M,Ilyass,239000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Racine,Importée neuve,Excellent,BMW,Serie 5,2016-01-01,5,1,174999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Land Rover Range Rover Evoque Diesel Automatique,Auto SAR,240000.0,Casablanca,Diesel,Automatique,8,7,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,Land Rover,Range Rover Evoque,2017-01-01,5,0,124999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
BMW Série 1 Diesel Automatique 2019 à Rabat,Particulier,285000.0,Rabat,Diesel,Automatique,7,20,"Voitures d'occasion, à vendre",Hay Riad,WW au Maroc,Excellent,BMW,Serie 1,2019-01-01,5,1,134999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toyota corolla,Particulier,60000.0,Agadir,Essence,Manuelle,8,8,"Voitures d'occasion, à vendre",Al Wifaq,WW au Maroc,Très bon,Toyota,Corolla,2005-01-01,5,0,274999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz Classe G Essence Automatique 2017,Particulier,750000.0,Tanger,Essence,Automatique,31,6,"Voitures d'occasion, à vendre",Achakar,Importée neuve,Excellent,Mercedes-Benz,Classe G,2017-01-01,5,1,104999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BMW Série 1 Diesel Automatique 2008 à Tanger,Particulier,86000.0,Tanger,Diesel,Automatique,8,4,"Voitures d'occasion, à vendre",Ahlane,WW au Maroc,Très bon,BMW,Serie 1,2008-01-01,5,0,194999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Hyundai Santa Fe Diesel 2020,Yassine,245000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Californie,WW au Maroc,Excellent,Hyundai,Santa Fe,2020-01-01,5,1,82499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Audi A4 Diesel Automatique 2019 à Casablanca,NADO ma,280000.0,Casablanca,Diesel,Automatique,6,17,"Voitures d'occasion, à vendre",Californie,WW au Maroc,Excellent,Audi,A4,2019-01-01,5,1,124999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
fiat 500 auto,معاذ المحساني,99000.0,Tétouan,Essence,Automatique,7,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,Fiat,500,2017-01-01,5,0,104999.5,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
Opel Astra Diesel Manuelle 2011 à Safi,Mohammed,94000.0,Safi,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Opel,Astra,2011-01-01,5,1,174999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Audi A3 Diesel Manuelle 2004 à Meknès,issam kanzouz,82000.0,Meknès,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",La Hacienda,Dédouanée,Excellent,Audi,A3,2004-01-01,3,0,324999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
berlingo 2008 mazal n9ya double coulisse,abdrahmane hdidou,52000.0,Oued Zem,Diesel,Manuelle,7,3,"Voitures d'occasion, à vendre",Toute la ville,WW au Maroc,Bon,Citroen,Berlingo,2008-01-01,5,0,474999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford Focus Diesel Manuelle 2005 à Marrakech,hisham boughazi,55000.0,Marrakech,Diesel,Manuelle,7,6,"Voitures d'occasion, à vendre",Route de Ouarzazate,Dédouanée,Bon,Ford,Focus,2005-01-01,5,0,224999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOUAREG PULLMAN,AUTO DOUBLE VOIE,144000.0,Kénitra,Diesel,Automatique,12,14,"Voitures d'occasion, à vendre",Al Maghrib Al Arabi,WW au Maroc,Bon,Volkswagen,Touareg,2013-01-01,5,1,194999.5,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
Hyundai Tucson,AUTO DOUBLE VOIE,199000.0,Kénitra,Diesel,Manuelle,7,14,"Voitures d'occasion, à vendre",Al Maghrib Al Arabi,WW au Maroc,Bon,Hyundai,Tucson,2018-01-01,5,1,134999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Mercedes C180 D 700dh Vignette Automatique,Sefdine,225000.0,Casablanca,Diesel,Automatique,6,8,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Excellent,Mercedes-Benz,Classe C,2016-01-01,3,1,104999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Audi Q5 Sportback Diesel Automatique 2022 à Rabat,Auto design,790000.0,Rabat,Diesel,Automatique,8,18,"Voitures d'occasion, à vendre",Hay Riad,WW au Maroc,Neuf,Audi,q5_sportback,2022-01-01,5,1,12499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mercedes-Benz Classe CLA Diesel Automatique 2020,Auto design,480000.0,Salé,Diesel,Automatique,9,20,"Voitures d'occasion, à vendre",Sala El Jadida,WW au Maroc,Excellent,Mercedes-Benz,Classe CLA,2020-01-01,5,1,134999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Fiat Ducato Diesel 1er main excellent,Rachid,167000.0,Casablanca,Diesel,Manuelle,8,8,"Voitures d'occasion, à vendre",Bourgogne,WW au Maroc,Excellent,Fiat,Ducato,2021-01-01,5,1,104999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fiat punto evo,zakaria,76000.0,Casablanca,Diesel,Manuelle,5,5,"Voitures d'occasion, à vendre",Anfa,WW au Maroc,Excellent,Fiat,Punto,2017-01-01,5,0,134999.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
vente Opel combo tout option,Sami Slim,138000.0,Casablanca,Diesel,Manuelle,6,2,"Voitures d'occasion, à vendre",Sidi Bernoussi,WW au Maroc,Excellent,Opel,combo_life,2020-01-01,5,1,72499.5,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
Suzuki Vitara Diesel Manuelle 2003 à Marrakech,Amii,45000.0,Marrakech,Diesel,Manuelle,8,5,"Voitures d'occasion, à vendre",Allal El Fassi,WW au Maroc,Excellent,Suzuki,Vitara,2003-01-01,3,1,324999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ford Kuga Sport,AUTO DOUBLE VOIE,149000.0,Kénitra,Diesel,Manuelle,8,13,"Voitures d'occasion, à vendre",Al Maghrib Al Arabi,WW au Maroc,Bon,Ford,Kuga,2014-01-01,5,1,144999.5,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1
BMW X3,benyoussef,190000.0,Rabat,Diesel,Automatique,8,5,"Voitures d'occasion, à vendre",Hay Riad,WW au Maroc,Excellent,BMW,X3,2014-01-01,5,0,194999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VW TIGUAN TDI R-LINE BLACK DOUANE2022 FULL OPTIONS,AUTOMOBILES TINGIS,567000.0,Tanger,Diesel,Automatique,8,18,"Voitures d'occasion, à vendre",Centre,Dédouanée,Excellent,Volkswagen,Tiguan,2021-01-01,5,1,82499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Land Rover Range Rover Evoque Diesel Automatique,Auto design,315000.0,Rabat,Diesel,Automatique,8,15,"Voitures d'occasion, à vendre",Hay Riad,Importée neuve,Excellent,Land Rover,Range Rover Evoque,2016-01-01,5,1,124999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Citroen C3 Diesel Manuelle 2019 à Mohammedia,AUTO ABDOU,125000.0,Mohammedia,Diesel,Manuelle,6,16,"Voitures d'occasion, à vendre",Quartier Du Soleil,WW au Maroc,Très bon,Citroen,C3,2019-01-01,5,1,72499.5,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1
Nissan Qashqai Automatique,AUTO DOUBLE VOIE,183000.0,Kénitra,Diesel,Automatique,6,13,"Voitures d'occasion, à vendre",Al Maghrib Al Arabi,WW au Maroc,Très bon,Nissan,Qashqai,2016-01-01,5,1,144999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Dacia Logan Automatique 2023,Lion Car,125000.0,Casablanca,Essence,Automatique,6,9,"Voitures d'occasion, à vendre",Bournazil,WW au Maroc,Excellent,Dacia,Logan,2023-01-01,5,1,12499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Volkswagen Golf 7 Diesel Manuelle 2014 à Settat,youssef,185000.0,Settat,Diesel,Manuelle,6,7,"Voitures d'occasion, à vendre",Toute la ville,Dédouanée,Très bon,Volkswagen,GOLF 7,2014-01-01,5,1,194999.5,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
Jaguar XF Diesel Automatique 2019 à Rabat,dorian gray,270000.0,Rabat,Diesel,Automatique,8,4,"Voitures d'occasion, à vendre",Hay Riad,WW au Maroc,Excellent,Jaguar,XF,2019-01-01,5,1,154999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz Classe E Diesel Automatique 2017,Auto design,420000.0,Salé,Diesel,Automatique,9,20,"Voitures d'occasion, à vendre",Sala El Jadida,Importée neuve,Excellent,Mercedes-Benz,Classe E,2017-01-01,5,1,124999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hyundai i 20 Essence Manuelle 2018 à Fès,mohammed,91000.0,Fès,Essence,Manuelle,6,8,"Voitures d'occasion, à vendre",Hay Mohammedi,WW au Maroc,Excellent,Hyundai,i 20,2018-01-01,5,0,154999.5,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1
Jetta automatique version Europe,Particulier,179000.0,Casablanca,Diesel,Automatique,8,7,"Voitures d'occasion, à vendre",Toute la ville,WW au Maroc,Excellent,Volkswagen,Jetta,2020-01-01,5,1,97499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
passat cc,hamza,117000.0,Kénitra,Diesel,Manuelle,8,7,"Voitures d'occasion, à vendre",Ouled Arfa,WW au Maroc,Très bon,Volkswagen,PASSAT CC,2012-01-01,5,0,194999.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dacia Dokker Diesel Manuelle 2020 à Mohammedia,AUTO ABDOU,123000.0,Mohammedia,Diesel,Manuelle,6,12,"Voitures d'occasion, à vendre",Quartier Du Soleil,WW au Maroc,Excellent,Dacia,Dokker,2020-01-01,5,1,104999.5,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0
VW CADDY DIESEL 2018,Reda,155000.0,Salé,Diesel,Manuelle,8,5,"Voitures d'occasion, à vendre",Bettana,WW au Maroc,Très bon,Volkswagen,Caddy,2018-01-01,3,1,154999.5,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
Dacia Logan prestige 2023,IYAD,159000.0,Oujda,Diesel,Manuelle,6,5,"Voitures d'occasion, à vendre",Iris,WW au Maroc,Excellent,Dacia,Logan,2023-01-01,5,1,17499.5,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1
tetouan dior makhzen avenu about obaida ben jarrah,Anwar elmail,97000.0,Tétouan,Diesel,Manuelle,5,8,"Voitures d'occasion, à vendre",Dyor del Makhzen,Dédouanée,Très bon,Fiat,Doblo,2014-01-01,5,1,12499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
volkswagen golf 6 tout option,najib,110000.0,Meknès,Diesel,Manuelle,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,GOLF 6,2010-01-01,5,0,224999.5,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
Mercedes-Benz Classe GLK Diesel Automatique 2013,AUTO DOUBLE VOIE,190000.0,Kénitra,Diesel,Automatique,9,12,"Voitures d'occasion, à vendre",Al Maghrib Al Arabi,WW au Maroc,Bon,Mercedes-Benz,CLASSE GLK,2013-01-01,5,1,154999.5,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
Ford Transit Diesel Manuelle 2018 à Casablanca,AGADIR AUTOCONFIANCE,168000.0,Casablanca,Diesel,Manuelle,9,8,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Très bon,Ford,Transit,2018-01-01,5,0,164999.5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
Skoda Felicia 7 ch,Chafiq Alaabqary,37000.0,Agadir,Essence,Manuelle,7,6,"Voitures d'occasion, à vendre",El Houda,Dédouanée,Excellent,Skoda,FELICIA,1998-01-01,5,0,324999.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Hyundai Tucson automatique,Badr,278000.0,Casablanca,Diesel,Automatique,6,8,"Voitures d'occasion, à vendre",Sidi Maarouf,WW au Maroc,Excellent,Hyundai,Tucson,2022-01-01,5,1,77499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Renault Symbol,auto rahou,83000.0,Oujda,Diesel,Manuelle,6,7,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Renault,Symbol,2011-01-01,5,1,184999.5,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
clio classique en très bonne état,maani,53000.0,El Hajeb,Diesel,Manuelle,6,4,"Voitures d'occasion, à vendre",Toute la ville,WW au Maroc,Très bon,Renault,Clio,2006-01-01,5,0,274999.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
Range Rover Sport V6 diesel HSE,Showroom Saint Michel,108000.0,Casablanca,Diesel,Automatique,11,11,"Voitures d'occasion, à vendre",Mers Sultan,WW au Maroc,Très bon,Land Rover,Range Rover Sport,2007-01-01,5,0,224999.5,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
Mercedes-Benz Classe E Diesel Automatique 2017,Auto design,430000.0,Salé,Diesel,Automatique,9,20,"Voitures d'occasion, à vendre",Sala El Jadida,Importée neuve,Excellent,Mercedes-Benz,Classe E,2017-01-01,5,1,134999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kia Picanto Essence Manuelle 2019 à Mohammedia,AUTO ABDOU,98000.0,Mohammedia,Essence,Manuelle,6,13,"Voitures d'occasion, à vendre",Quartier Du Soleil,WW au Maroc,Excellent,Kia,Picanto,2019-01-01,5,0,104999.5,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1
Hyundai 6cv Tucson Diesel Automatique,Mohamed,169000.0,Casablanca,Diesel,Automatique,6,5,"Voitures d'occasion, à vendre",Bourgogne,WW au Maroc,Excellent,Hyundai,Tucson,2016-01-01,5,1,184999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jeep Grand Cherokee limetid Diesel Automatique,El youssfi,155000.0,Casablanca,Diesel,Automatique,12,8,"Voitures d'occasion, à vendre",Bourgogne,WW au Maroc,Excellent,Jeep,Grand Cherokee,2017-01-01,5,1,154999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Renault Clio Diesel Manuelle 2005 à Tanger,EL ISSAMY AUTO,53000.0,Tanger,Diesel,Manuelle,6,9,"Voitures d'occasion, à vendre",Ahlane,WW au Maroc,Très bon,Renault,Clio,2005-01-01,5,0,194999.5,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1
Renault Clio4 RS,AUTO DOUBLE VOIE,127000.0,Kénitra,Essence,Automatique,9,12,"Voitures d'occasion, à vendre",Al Maghrib Al Arabi,WW au Maroc,Très bon,Renault,Clio,2014-01-01,5,1,104999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
VOLKSWAGEN TOURAN AUTOMATIQUE,AUTO DOUBLE VOIE,215000.0,Kénitra,Diesel,Automatique,8,17,"Voitures d'occasion, à vendre",Al Maghrib Al Arabi,Dédouanée,Bon,Volkswagen,Touran,2016-01-01,5,1,144999.5,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1
Mercedes E220 Diesel Automatique pak AMG,Mohamed,175000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Abdelmoumen,WW au Maroc,Excellent,Mercedes-Benz,Classe E,2015-01-01,5,1,184999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Mercedes C 220d,Mint Luxe Auto,820000.0,Marrakech,Diesel,Automatique,8,10,"Voitures d'occasion, à vendre",Route de Casablanca,WW au Maroc,Neuf,Mercedes-Benz,Classe C,2022-01-01,5,1,12499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW X6 Diesel Automatique 2016 à Casablanca,Othmane,360000.0,Casablanca,Diesel,Automatique,12,5,"Voitures d'occasion, à vendre",Aïn Diab,WW au Maroc,Excellent,BMW,X6,2016-01-01,5,1,97499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Passat Diesel Manuelle 2006 à Tanger,EL ISSAMY AUTO,75000.0,Tanger,Diesel,Manuelle,8,3,"Voitures d'occasion, à vendre",Ahlane,WW au Maroc,Très bon,Volkswagen,Passat,2006-01-01,5,0,194999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Jeep Limited,EL ISSAMY AUTO,61000.0,Tanger,Diesel,Manuelle,8,5,"Voitures d'occasion, à vendre",Ahlane,WW au Maroc,Très bon,Jeep,Cherokee,2008-01-01,5,1,224999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Volvo XC40 Diesel Automatique 2020 à Tanger,lamiae,320000.0,Tanger,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Tanger City Center,WW au Maroc,Neuf,Volvo,XC40,2020-01-01,5,0,27499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Hyundai Accent,AUTO ABDOU,162000.0,Mohammedia,Diesel,Automatique,6,17,"Voitures d'occasion, à vendre",Quartier Du Soleil,WW au Maroc,Excellent,Hyundai,Accent,2022-01-01,5,1,72499.5,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1
Alfa Romeo Stelvio Diesel Automatique 2020,Sefdine,279000.0,Casablanca,Diesel,Automatique,8,7,"Voitures d'occasion, à vendre",Hermitage,WW au Maroc,Excellent,Alfa Romeo,Stelvio,2020-01-01,5,1,77499.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tiguan pack R-Line,AUTO DOUBLE VOIE,330000.0,Mohammedia,Diesel,Automatique,8,10,"Voitures d'occasion, à vendre",Centre Ville,WW au Maroc,Très bon,Volkswagen,Tiguan,2020-01-01,5,1,124999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Skoda Octavia 2L Diesel 1er main ww 2020,Ilyass,167000.0,Casablanca,Diesel,Manuelle,8,6,"Voitures d'occasion, à vendre",Laimoune,WW au Maroc,Excellent,Skoda,Octavia,2020-01-01,5,1,114999.5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Ford Ranger 4x4 Diesel Automatique parfait,Abd nabaoui,235000.0,Casablanca,Diesel,Automatique,9,8,"Voitures d'occasion, à vendre",Ain Sebaa,WW au Maroc,Excellent,Ford,Ranger,2018-01-01,5,1,154999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Jeep 4x4vGrand Cherokee limetid Automatique,Mehdi,158000.0,Casablanca,Diesel,Automatique,12,8,"Voitures d'occasion, à vendre",Quartier des Hôpitaux,WW au Maroc,Excellent,Jeep,Grand Cherokee,2018-01-01,5,1,144999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Vlkswagen Passat diesel,AUTO MBARKI,98000.0,Rabat,Diesel,Manuelle,8,7,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,Passat,2010-01-01,5,0,224999.5,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1
Mercedes classe C220 AMG,BADR LOUAZNA,71800.0,Casablanca,Diesel,Automatique,8,2,"Voitures d'occasion, à vendre",Sidi Moumen,Dédouanée,Très bon,Mercedes-Benz,220,2022-01-01,5,1,52499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Golf 7 Diesel Automatique 2018,Najib,180000.0,Marrakech,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Volkswagen,GOLF 7,2018-01-01,5,0,72499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiat 500X Essence auto 1er main full option,Najib,220000.0,Marrakech,Essence,Automatique,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Neuf,Fiat,500X,2023-01-01,5,1,12499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Audi A4 Diesel Automatique 2018 à Casablanca,Auto SAR,240000.0,Casablanca,Diesel,Automatique,8,5,"Voitures d'occasion, à vendre",Casablanca Finance City,WW au Maroc,Excellent,Audi,A4,2018-01-01,5,0,114999.5,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
Mercedes-Benz Classe ML Diesel Automatique 2014,HALIM,198000.0,Rabat,Diesel,Automatique,13,15,"Voitures d'occasion, à vendre",Hay el Fath,WW au Maroc,Excellent,Mercedes-Benz,CLASSE ML,2014-01-01,5,0,124999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Mercedes-Benz Classe A Diesel Manuelle 2014,ADILAUTOkenitra,204999.0,Kénitra,Diesel,Manuelle,9,10,"Voitures d'occasion, à vendre",Al Maghrib Al Arabi,WW au Maroc,Excellent,Mercedes-Benz,Classe A,2014-01-01,5,0,274999.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
BMW X3 Diesel Automatique 2016 à Casablanca,Auto SAR,200000.0,Casablanca,Diesel,Automatique,8,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,BMW,X3,2016-01-01,5,0,174999.5,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1
Jeep Renegade Diesel Automatique 2022 à Marrakech,Najib,220000.0,Marrakech,Diesel,Automatique,6,8,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Excellent,Jeep,Renegade,2022-01-01,5,0,62499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Range Rover Sport Diesel Automatique,range,95000.0,Salé,Diesel,Automatique,11,5,"Voitures d'occasion, à vendre",Toute la ville,WW au Maroc,Excellent,Land Rover,Range Rover Sport,2009-01-01,5,0,224999.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
