Titre,Vendeur,Prix,Ville,Carburant,Boite à vitesses,Puissance Fiscale,Nombre des images,Type,Secteur,Origine,État,Marque,Modèle,Année-Modèle,Nombre de portes,Première main,Kilométrage,Equipements
Renault Clio Diesel Automatique 2021 à Casablanca,Autobroker,136 900 DH,Casablanca,Diesel,Automatique,6 CV,7 Images,"Voitures d'occasion, à vendre",Anfa,WW au Maroc,Excellent,Renault,Clio,2021,5,Non,90 000 - 94 999,"['Jantes Aluminium', 'ESP', 'Ordinateur De Bord', 'Radar De Recul', 'Airbags', 'Vitres Électriques', 'Limiteur De Vitesse', 'CD/MP3/Bluetooth', 'Régulateur De Vitesse', 'Caméra De Recul', 'Verrouillage Centralisé À Distance', 'ABS', 'Climatisation']"
Volkswagen tigwan 2020 diw 2023.11,auto khalid,439 000 DH,Casablanca,Diesel,Automatique,8 CV,7 Images,"Voitures d'occasion, à vendre",Aïn Chock,Dédouanée,Très bon,Volkswagen,Tiguan,2020,5,Oui,90 000 - 94 999,"['Radar De Recul', 'ABS', 'Système De Navigation/GPS', 'Ordinateur De Bord', 'Climatisation', 'Sièges Cuir', 'Airbags', 'ESP', 'Vitres Électriques', 'Verrouillage Centralisé À Distance', 'Régulateur De Vitesse', 'CD/MP3/Bluetooth', 'Jantes Aluminium', 'Limiteur De Vitesse', 'Toit Ouvrant', 'Caméra De Recul']"
Audi A3 Diesel Automatique 2024 à Fès,Auto Wassim,PRIX NON SPÉCIFIÉ,Fès,Diesel,Automatique,8 CV,14 Images,"Voitures d'occasion, à vendre",Route Ain Chkaf,Dédouanée,Excellent,Audi,A3,2024,5,Oui,110 000 - 119 999,[]
Audi RSQ8 Essence Automatique 2021 à Casablanca,AUTO REDA,PRIX NON SPÉCIFIÉ,Casablanca,Essence,Automatique,23 CV,14 Images,"Voitures d'occasion, à vendre",Maarif,,Excellent,Audi,RSQ8,2021,,Oui,40 000 - 44 999,"['ESP', 'Régulateur De Vitesse', 'Limiteur De Vitesse', 'Jantes Aluminium', 'Climatisation', 'ABS', 'Sièges Cuir', 'Système De Navigation/GPS', 'Caméra De Recul', 'Radar De Recul', 'Airbags', 'Verrouillage Centralisé À Distance', 'Toit Ouvrant', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'Ordinateur De Bord']"
Mise en Vente d'un Vélar en excellent état,HICHAM,400 000 DH,Casablanca,Diesel,Automatique,8 CV,6 Images,"Voitures d'occasion, à vendre",Anfa,WW au Maroc,Excellent,Land Rover,Velar,2018,5,Non,110 000 - 119 999,"['ESP', 'Sièges Cuir', 'Jantes Aluminium', 'Climatisation', 'Système De Navigation/GPS', 'Régulateur De Vitesse', 'ABS', 'Limiteur De Vitesse', 'Airbags', 'CD/MP3/Bluetooth', 'Radar De Recul', 'Ordinateur De Bord', 'Vitres Électriques', 'Caméra De Recul', 'Verrouillage Centralisé À Distance', 'Toit Ouvrant']"
Skoda Octavia Diesel Automatique,HASSANI FAYCAL,195 000 DH,Kénitra,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Val Fleury,WW au Maroc,Très bon,Skoda,Octavia,2018,5,Oui,130 000 - 139 999,"['Climatisation', 'Régulateur De Vitesse', 'Radar De Recul', 'ABS', 'Verrouillage Centralisé À Distance', 'Toit Ouvrant', 'Limiteur De Vitesse', 'ESP', 'Jantes Aluminium', 'Airbags', 'Vitres Électriques', 'Système De Navigation/GPS', 'Ordinateur De Bord']"
Renault Clio Diesel Automatique 2020 à Rabat,auto malak,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Automatique,6 CV,8 Images,"Voitures d'occasion, à vendre",Hay el Fath,,Excellent,Renault,Clio,2020,5,Oui,70 000 - 74 999,[]
mercedes class e 220,FAICAL AUTO,PRIX NON SPÉCIFIÉ,Marrakech,Diesel,Automatique,9 CV,6 Images,"Voitures d'occasion, à vendre",Hay Al Hassani,WW au Maroc,Excellent,Mercedes-Benz,Classe E,2021,5,Non,100 000 - 109 999,[]
1ÈRE MAIN PORSCHE CAYENNE S DIESEL,LAACHIRI AUTO,260 000 DH,Tanger,Diesel,Automatique,12 CV,19 Images,"Voitures d'occasion, à vendre",Centre ville,,Excellent,Porsche,Cayenne,2014,5,Oui,180 000 - 189 999,[]
Hyundai i 40 Diesel Automatique 2015 à Rabat,auto malak,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Automatique,7 CV,7 Images,"Voitures d'occasion, à vendre",Hay el Fath,Dédouanée,Excellent,Hyundai,i 40,2015,5,Oui,120 000 - 129 999,[]
Volkswagen Jetta Diesel Automatique 2017,Charif Mohamed,148 000 DH,Casablanca,Diesel,Automatique,8 CV,7 Images,"Voitures d'occasion, à vendre",Sidi Maarouf,WW au Maroc,Très bon,Volkswagen,Jetta,2017,5,Oui,190 000 - 199 999,"['Toit Ouvrant', 'Sièges Cuir', 'ESP', 'Caméra De Recul', 'Climatisation', 'Verrouillage Centralisé À Distance', 'Jantes Aluminium', 'Ordinateur De Bord', 'Système De Navigation/GPS', 'Airbags', 'Régulateur De Vitesse', 'CD/MP3/Bluetooth', 'ABS', 'Vitres Électriques']"
Nissan Qashqai,Chaabi Auto,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Automatique,7 CV,6 Images,"Voitures d'occasion, à vendre",Hay el Fath,,Excellent,Nissan,Qashqai,2016,5,Oui,15 000 - 19 999,[]
MERCEDES CLASSE C 220D AMG LINE PACK 63AMG,LAACHIRI AUTO,315 000 DH,Tanger,Diesel,Automatique,9 CV,20 Images,"Voitures d'occasion, à vendre",Centre ville,,Très bon,Mercedes-Benz,Classe C,2015,5,,150 000 - 159 999,[]
Mercedes C Cabriolet 250d AMG LINE PLUS,LAACHIRI AUTO,PRIX NON SPÉCIFIÉ,Tanger,Diesel,Automatique,9 CV,20 Images,"Voitures d'occasion, à vendre",Centre ville,Importée neuve,Excellent,Mercedes-Benz,classe_c_cabriolet,2017,3,,55 000 - 59 999,[]
Range Rover Sport Hybride,Mint Luxe Auto,PRIX NON SPÉCIFIÉ,Marrakech,Essence,Automatique,11 CV,13 Images,"Voitures d'occasion, à vendre",Route de Casablanca,Importée neuve,Neuf,Land Rover,Range Rover Sport,2024,5,Oui,0 - 4 999,[]
Dacia Duster Diesel Automatique 2021 à Marrakech,Auto Youssef,PRIX NON SPÉCIFIÉ,Marrakech,Diesel,Automatique,6 CV,4 Images,"Voitures d'occasion, à vendre",Ain Mezouar,WW au Maroc,Excellent,Dacia,Duster,2021,5,Oui,65 000 - 69 999,"['Caméra De Recul', 'Jantes Aluminium', 'CD/MP3/Bluetooth', 'Verrouillage Centralisé À Distance', 'ESP', 'ABS', 'Ordinateur De Bord', 'Radar De Recul', 'Limiteur De Vitesse', 'Airbags', 'Vitres Électriques', 'Climatisation', 'Système De Navigation/GPS', 'Régulateur De Vitesse']"
tucson bonne état,FAICAL AUTO,PRIX NON SPÉCIFIÉ,Marrakech,Diesel,Automatique,7 CV,8 Images,"Voitures d'occasion, à vendre",Massira 2,WW au Maroc,Excellent,Hyundai,Tucson,2022,5,Oui,75 000 - 79 999,[]
Logan modil 2020 pristi,Agadir,PRIX NON SPÉCIFIÉ,Agadir,Diesel,Manuelle,6 CV,5 Images,"Voitures d'occasion, à vendre",Amicales,Dédouanée,Très bon,Dacia,Logan,2020,5,Oui,95 000 - 99 999,"['Système De Navigation/GPS', 'ABS', 'Climatisation', 'Vitres Électriques', 'Régulateur De Vitesse', 'Verrouillage Centralisé À Distance', 'ESP', 'Radar De Recul', 'Jantes Aluminium', 'Ordinateur De Bord', 'CD/MP3/Bluetooth', 'Caméra De Recul', 'Sièges Cuir', 'Airbags']"
1ère Main BMW Série 320d GRANTURISMO IMPORTENEUF,LAACHIRI AUTO,225 000 DH,Tanger,Diesel,Automatique,8 CV,18 Images,"Voitures d'occasion, à vendre",Centre ville,Importée neuve,Excellent,BMW,serie_3_gt,2014,5,Oui,130 000 - 139 999,[]
Skoda Octavia Diesel Automatique 2020 à Marrakech,MH AUTOKAZ,PRIX NON SPÉCIFIÉ,Marrakech,Diesel,Automatique,8 CV,14 Images,"Voitures d'occasion, à vendre",Massira 1,WW au Maroc,Excellent,Skoda,Octavia,2020,5,Oui,120 000 - 129 999,"['Régulateur De Vitesse', 'Limiteur De Vitesse', 'Radar De Recul', 'Climatisation', 'Vitres Électriques', 'Airbags', 'Sièges Cuir', 'CD/MP3/Bluetooth', 'Système De Navigation/GPS', 'Jantes Aluminium', 'ESP', 'ABS', 'Ordinateur De Bord', 'Verrouillage Centralisé À Distance']"
Opel Astra Diesel cosmo 2015 7CV,Tarek Auto Moto,139 000 DH,Fès,Diesel,Manuelle,7 CV,12 Images,"Voitures d'occasion, à vendre",Hay Saada,WW au Maroc,Excellent,Opel,Astra,2015,5,Oui,90 000 - 94 999,"['Jantes Aluminium', 'Régulateur De Vitesse', 'Ordinateur De Bord', 'Climatisation', 'Vitres Électriques', 'ABS', 'Radar De Recul', 'Limiteur De Vitesse', 'ESP', 'Sièges Cuir', 'Airbags', 'Système De Navigation/GPS', 'CD/MP3/Bluetooth', 'Verrouillage Centralisé À Distance']"
Seat Ateca Diesel Automatique 2019 à Casablanca,yassine,239 000 DH,Casablanca,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Excellent,Seat,Ateca,2019,5,Oui,160 000 - 169 999,"['Régulateur De Vitesse', 'Système De Navigation/GPS', 'Airbags', 'ESP', 'Toit Ouvrant', 'Sièges Cuir', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse', 'Vitres Électriques', 'Jantes Aluminium', 'Caméra De Recul', 'Ordinateur De Bord', 'Radar De Recul', 'CD/MP3/Bluetooth', 'ABS', 'Climatisation']"
Range Rover Sport dynamique,yassine,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,12 CV,9 Images,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Excellent,Land Rover,Range Rover Sport,2019,,,110 000 - 119 999,"['Toit Ouvrant', 'Caméra De Recul', 'Verrouillage Centralisé À Distance', 'Système De Navigation/GPS', 'Sièges Cuir', 'Climatisation', 'Ordinateur De Bord', 'Vitres Électriques', 'Radar De Recul', 'Jantes Aluminium', 'Limiteur De Vitesse', 'Airbags', 'Régulateur De Vitesse', 'ESP', 'CD/MP3/Bluetooth']"
Toyota corolla 1er main,FAICAL AUTO,PRIX NON SPÉCIFIÉ,Marrakech,Hybride,Automatique,8 CV,5 Images,"Voitures d'occasion, à vendre",Hay Al Hassani,WW au Maroc,Excellent,Toyota,Corolla,2021,5,Oui,85 000 - 89 999,"['Airbags', 'Climatisation', 'Système De Navigation/GPS', 'Jantes Aluminium']"
Renault Captur Diesel Automatique 2019,Global Occaz Marrif,170 000 DH,Casablanca,Diesel,Automatique,6 CV,7 Images,"Voitures d'occasion, à vendre",Maarif,WW au Maroc,Excellent,Renault,Captur,2019,5,Oui,60 000 - 64 999,[]
Ford Focus Diesel Manuelle 2015 à Tétouan,auto confort 44,PRIX NON SPÉCIFIÉ,Tétouan,Diesel,Manuelle,6 CV,13 Images,"Voitures d'occasion, à vendre",Safir,WW au Maroc,Neuf,Ford,Focus,2015,5,Non,190 000 - 199 999,"['Jantes Aluminium', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'Système De Navigation/GPS', 'Limiteur De Vitesse', 'Régulateur De Vitesse', 'Verrouillage Centralisé À Distance', 'Airbags', 'Ordinateur De Bord', 'ESP', 'Climatisation', 'Radar De Recul', 'ABS']"
Tiguan R laine 240 ch,Auto achheb,PRIX NON SPÉCIFIÉ,Fès,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Hay Saada,Dédouanée,Excellent,Volkswagen,Tiguan,2018,5,Non,150 000 - 159 999,"['Sièges Cuir', 'Système De Navigation/GPS', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'CD/MP3/Bluetooth', 'Airbags', 'Jantes Aluminium', 'Caméra De Recul', 'Climatisation', 'Radar De Recul', 'ABS', 'Verrouillage Centralisé À Distance', 'Vitres Électriques', 'Toit Ouvrant', 'Régulateur De Vitesse', 'ESP']"
Mercedes-Benz Classe A Diesel Automatique 2015,Yassine,170 000 DH,Casablanca,Diesel,Automatique,6 CV,5 Images,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Très bon,Mercedes-Benz,Classe A,2015,5,Non,190 000 - 199 999,"['Sièges Cuir', 'CD/MP3/Bluetooth', 'Airbags', 'Jantes Aluminium', 'Limiteur De Vitesse', 'Climatisation', 'Verrouillage Centralisé À Distance', 'Régulateur De Vitesse', 'ESP', 'Caméra De Recul', 'ABS', 'Ordinateur De Bord']"
ford fista,auto khalid,98 000 DH,Casablanca,Essence,Manuelle,6 CV,7 Images,"Voitures d'occasion, à vendre",Bournazil,Dédouanée,Très bon,Ford,Fiesta,2018,5,Oui,100 000 - 109 999,"['ESP', 'Airbags', 'ABS', 'Régulateur De Vitesse', 'Ordinateur De Bord', 'Radar De Recul', 'Limiteur De Vitesse', 'Vitres Électriques', 'Climatisation', 'CD/MP3/Bluetooth', 'Verrouillage Centralisé À Distance']"
Audi A3 Diesel Automatique 2017 à Casablanca,Ilham,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,8 CV,4 Images,"Voitures d'occasion, à vendre",Maarif,Dédouanée,Excellent,Audi,A3,2017,5,Non,170 000 - 179 999,[]
Mini-cooper 2012,auto malak,PRIX NON SPÉCIFIÉ,Rabat,Essence,Manuelle,9 CV,7 Images,"Voitures d'occasion, à vendre",Hay el Fath,Dédouanée,Excellent,mini,cooper,2012,3,Non,120 000 - 129 999,[]
Nissan navara,AUTO DOUBLE VOIE,197 000 DH,Kénitra,Diesel,Manuelle,10 CV,15 Images,"Voitures d'occasion, à vendre",Al Maghrib Al Arabi,WW au Maroc,Très bon,Nissan,Navara,2018,5,,180 000 - 189 999,"['Airbags', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse', 'Régulateur De Vitesse', 'Radar De Recul', 'Sièges Cuir', 'Caméra De Recul', 'Système De Navigation/GPS', 'CD/MP3/Bluetooth', 'ABS', 'Vitres Électriques', 'ESP', 'Jantes Aluminium', 'Ordinateur De Bord', 'Climatisation']"
Renault Clio Essence Manuelle 2000 à Marrakech,Marrakech,36 000 DH,Marrakech,Essence,Manuelle,8 CV,4 Images,"Voitures d'occasion, à vendre",Hay Targa,WW au Maroc,Très bon,Renault,Clio,2000,5,Non,0 - 4 999,['Airbags']
Renault Kangoo Diezel 7ch,yahya,33 000 DH,Casablanca,Diesel,Manuelle,7 CV,6 Images,"Voitures d'occasion, à vendre",Aïn Chock,WW au Maroc,Correct,Renault,Kangoo,2001,5,Oui,180 000 - 189 999,"['Airbags', 'Verrouillage Centralisé À Distance']"
Volkswagan Tiguan automatique diesel,Amina,3 100 000 DH,Temara,Diesel,Automatique,8 CV,7 Images,"Voitures d'occasion, à vendre",Centre Ville,,Excellent,Volkswagen,Tiguan,2019,5,,100 000 - 109 999,[]
Mercedes-Benz Classe E Diesel Automatique 2011,Ahmed Bensoltane,110 000 DH,Oujda,Diesel,Automatique,12 CV,3 Images,"Voitures d'occasion, à vendre",Andalous,WW au Maroc,Très bon,Mercedes-Benz,Classe E,2011,5,Non,30 000 - 34 999,"['Ordinateur De Bord', 'Radar De Recul', 'Climatisation', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'ESP', 'Régulateur De Vitesse', 'ABS', 'Jantes Aluminium', 'Verrouillage Centralisé À Distance', 'Sièges Cuir', 'Airbags', 'Limiteur De Vitesse']"
Skoda Octavia,mahfoud,165 000 DH,Agadir,Diesel,Manuelle,8 CV,6 Images,"Voitures d'occasion, à vendre",El Houda,WW au Maroc,Très bon,Skoda,Octavia,2017,5,,100 000 - 109 999,"['Régulateur De Vitesse', 'Radar De Recul', 'Jantes Aluminium', 'Limiteur De Vitesse', 'ESP', 'CD/MP3/Bluetooth', 'Climatisation', 'Airbags', 'Verrouillage Centralisé À Distance', 'Vitres Électriques', 'ABS']"
Citroen C3 Diesel version Shine 2019,MR@,PRIX NON SPÉCIFIÉ,Béni Mellal,Diesel,Manuelle,6 CV,5 Images,"Voitures d'occasion, à vendre",Toute la ville,WW au Maroc,Excellent,Citroen,C3,2019,5,Oui,55 000 - 59 999,"['ESP', 'ABS', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'Système De Navigation/GPS', 'Sièges Cuir', 'Jantes Aluminium', 'CD/MP3/Bluetooth', 'Radar De Recul', 'Vitres Électriques', 'Régulateur De Vitesse', 'Caméra De Recul', 'Climatisation', 'Airbags', 'Verrouillage Centralisé À Distance']"
Audi RS3 Essence Automatique 2019 à Marrakech,Zayd,470 000 DH,Marrakech,Essence,Automatique,14 CV,6 Images,"Voitures d'occasion, à vendre",Targa,Importée neuve,Neuf,Audi,RS3,2019,5,Oui,70 000 - 74 999,[]
Volkswagen Touran 2.0L,achraf auto,PRIX NON SPÉCIFIÉ,Nador,Diesel,Automatique,9 CV,7 Images,"Voitures d'occasion, à vendre",Centre Ville,Dédouanée,,Volkswagen,Touran,2016,5,,140 000 - 149 999,[]
Land Rover Discovery Diesel Automatique 2006 à Fès,GARAGE LINA,PRIX NON SPÉCIFIÉ,Fès,Diesel,Automatique,11 CV,11 Images,"Voitures d'occasion, à vendre",Agdal,Dédouanée,Excellent,Land Rover,Discovery,2006,5,Oui,400 000 - 449 999,"['Radar De Recul', 'Sièges Cuir', 'Système De Navigation/GPS', 'Caméra De Recul', 'Vitres Électriques', 'Airbags', 'ABS', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse', 'Climatisation', 'Régulateur De Vitesse', 'Toit Ouvrant', 'CD/MP3/Bluetooth', 'Jantes Aluminium', 'ESP']"
VW TIGUAN 2.0 TDI LOUNGE DOUANE2018 FULLOPTION,AUTOMOBILES TINGIS,238 000 DH,Tanger,Diesel,Automatique,8 CV,16 Images,"Voitures d'occasion, à vendre",Souani,Dédouanée,Excellent,Volkswagen,Tiguan,2015,5,Oui,180 000 - 189 999,"['Limiteur De Vitesse', 'Vitres Électriques', 'Jantes Aluminium', 'Ordinateur De Bord', 'Caméra De Recul', 'Toit Ouvrant', 'Système De Navigation/GPS', 'Radar De Recul', 'ABS', 'Régulateur De Vitesse', 'Climatisation', 'Airbags', 'Verrouillage Centralisé À Distance', 'ESP', 'CD/MP3/Bluetooth']"
Picanto en tres bon etat,noamane,53 000 DH,El Jadida,Essence,Manuelle,5 CV,4 Images,"Voitures d'occasion, à vendre",Autre secteur,WW au Maroc,Très bon,Kia,Picanto,2008,,,120 000 - 129 999,[]
Seat Leon Diesel Manuelle 2014 à Fès,GARAGE LINA,162 000 DH,Fès,Diesel,Manuelle,8 CV,12 Images,"Voitures d'occasion, à vendre",Agdal,Dédouanée,Excellent,Seat,Leon,2014,5,Oui,180 000 - 189 999,"['CD/MP3/Bluetooth', 'ESP', 'Ordinateur De Bord', 'Sièges Cuir', 'Jantes Aluminium', 'Airbags', 'Système De Navigation/GPS', 'Caméra De Recul', 'Limiteur De Vitesse', 'Verrouillage Centralisé À Distance', 'ABS', 'Vitres Électriques', 'Radar De Recul', 'Climatisation', 'Toit Ouvrant', 'Régulateur De Vitesse']"
Volkswagen golf 6 Automatique,achraf auto,PRIX NON SPÉCIFIÉ,Nador,Diesel,Automatique,9 CV,7 Images,"Voitures d'occasion, à vendre",Centre Ville,Dédouanée,,Volkswagen,GOLF 6,2009,5,,180 000 - 189 999,[]
Kia Picanto Essence Automatique 2022 à Casablanca,Supercars,119 000 DH,Casablanca,Essence,Automatique,6 CV,17 Images,"Voitures d'occasion, à vendre",2 Mars,WW au Maroc,Excellent,Kia,Picanto,2022,5,Oui,60 000 - 64 999,"['Vitres Électriques', 'CD/MP3/Bluetooth', 'Climatisation', 'Verrouillage Centralisé À Distance', 'Airbags', 'Ordinateur De Bord', 'ABS']"
KIA SORENTO,Nouri TR,11 111 111 DH,Oujda,Diesel,Manuelle,12 CV,6 Images,"Voitures d'occasion, à vendre",Hay Ennasr,WW au Maroc,Très bon,Kia,Sorento,2007,5,Oui,250 000 - 299 999,[]
Renault Mégane Diesel,Auto Simo,115 000 DH,Casablanca,Diesel,Manuelle,6 CV,11 Images,"Voitures d'occasion, à vendre",Sidi Maarouf,WW au Maroc,Excellent,Renault,Megane 3,2015,5,Non,130 000 - 139 999,"['Climatisation', 'Régulateur De Vitesse', 'ABS', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse', 'Radar De Recul', 'CD/MP3/Bluetooth', 'Caméra De Recul', 'Ordinateur De Bord', 'Vitres Électriques', 'Jantes Aluminium', 'ESP']"
bmw x3 tt options,Particulier,195 000 DH,Fès,Diesel,Automatique,8 CV,7 Images,"Voitures d'occasion, à vendre",Route Ain Chkaf,WW au Maroc,Excellent,BMW,X3,2014,5,Non,130 000 - 139 999,"['ESP', 'Radar De Recul', 'Verrouillage Centralisé À Distance', 'CD/MP3/Bluetooth', 'Vitres Électriques', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'Jantes Aluminium', 'Sièges Cuir', 'Régulateur De Vitesse', 'ABS', 'Climatisation', 'Système De Navigation/GPS', 'Airbags']"
Land Rover Range Rover Vogue Diesel Automatique,CLUB AUTO,PRIX NON SPÉCIFIÉ,Casablanca,Diesel,Automatique,12 CV,14 Images,"Voitures d'occasion, à vendre",Les Princesses,Importée neuve,Neuf,Land Rover,range_rover_vogue,2019,5,Non,50 000 - 54 999,"['Airbags', 'Radar De Recul', 'CD/MP3/Bluetooth', 'Sièges Cuir', 'Climatisation', 'ABS', 'Vitres Électriques', 'Toit Ouvrant', 'Ordinateur De Bord', 'ESP', 'Verrouillage Centralisé À Distance', 'Limiteur De Vitesse', 'Régulateur De Vitesse', 'Jantes Aluminium', 'Système De Navigation/GPS', 'Caméra De Recul']"
Audi SQ5 V6,Mint Luxe Auto,1 390 000 DH,Marrakech,Diesel,Automatique,14 CV,11 Images,"Voitures d'occasion, à vendre",Route de Casablanca,Importée neuve,Neuf,Audi,sq5,2024,3,Oui,0 - 4 999,[]
Mercedes-Benz Classe C Diesel Automatique 2014,AUTO TAFILALET,PRIX NON SPÉCIFIÉ,Salé,Diesel,Automatique,8 CV,16 Images,"Voitures d'occasion, à vendre",Sala El Jadida,Dédouanée,Excellent,Mercedes-Benz,Classe C,2014,5,Oui,170 000 - 179 999,[]
Renault Kangoo Diesel Manuelle 2017 à Rabat,Taha Wadii,PRIX NON SPÉCIFIÉ,Rabat,Diesel,Manuelle,6 CV,13 Images,"Voitures d'occasion, à vendre",Hassan,WW au Maroc,Excellent,Renault,Kangoo,2017,5,Oui,110 000 - 119 999,"['CD/MP3/Bluetooth', 'Régulateur De Vitesse', 'Ordinateur De Bord', 'Limiteur De Vitesse', 'Climatisation', 'Verrouillage Centralisé À Distance', 'ESP', 'Airbags', 'Caméra De Recul', 'Vitres Électriques', 'Jantes Aluminium', 'ABS', 'Système De Navigation/GPS', 'Radar De Recul']"
Audi SQ8 V8 Diesel,CHELBAT MAHMOUD,PRIX NON SPÉCIFIÉ,Tanger,Diesel,Automatique,16 CV,8 Images,"Voitures d'occasion, à vendre",Centre ville,Importée neuve,Excellent,Audi,RSQ8,2020,5,,55 000 - 59 999,"['Ordinateur De Bord', 'Limiteur De Vitesse', 'Sièges Cuir', 'Verrouillage Centralisé À Distance', 'Régulateur De Vitesse', 'Radar De Recul', 'ABS', 'Système De Navigation/GPS', 'Jantes Aluminium', 'Vitres Électriques', 'Caméra De Recul', 'Climatisation', 'CD/MP3/Bluetooth', 'Airbags', 'Toit Ouvrant', 'ESP']"
Mercedes-Benz Classe C Hybride Automatique 2023,Haussmann Auto,PRIX NON SPÉCIFIÉ,Casablanca,Hybride,Automatique,8 CV,9 Images,"Voitures d'occasion, à vendre",Ain Sebaa,Importée neuve,Neuf,Mercedes-Benz,Classe C,2023,5,Oui,0 - 4 999,"['Airbags', 'Sièges Cuir', 'Climatisation', 'Régulateur De Vitesse', 'Toit Ouvrant', 'Jantes Aluminium', 'CD/MP3/Bluetooth', 'ESP', 'Vitres Électriques', 'Verrouillage Centralisé À Distance', 'ABS', 'Radar De Recul', 'Caméra De Recul', 'Limiteur De Vitesse', 'Système De Navigation/GPS', 'Ordinateur De Bord']"
Opel Adam Essence Manuelle 2018 à Salé,AUTO TAFILALET,PRIX NON SPÉCIFIÉ,Salé,Essence,Manuelle,6 CV,19 Images,"Voitures d'occasion, à vendre",Sala El Jadida,WW au Maroc,Excellent,Opel,ADAM,2018,5,Oui,20 000 - 24 999,[]
Porsche Cayenne Diesel,achraf auto,PRIX NON SPÉCIFIÉ,Nador,Diesel,Automatique,11 CV,7 Images,"Voitures d'occasion, à vendre",Centre Ville,Importée neuve,,Porsche,Cayenne,2012,5,,120 000 - 129 999,[]
Mercedes C220 Diesel Automatique particulier,Mehdi,149 000 DH,Casablanca,Diesel,Automatique,8 CV,8 Images,"Voitures d'occasion, à vendre",Bourgogne,WW au Maroc,Excellent,Mercedes-Benz,Classe C,2012,5,Oui,190 000 - 199 999,"['ABS', 'Limiteur De Vitesse', 'Radar De Recul', 'Vitres Électriques', 'Toit Ouvrant', 'Régulateur De Vitesse', 'Système De Navigation/GPS', 'Verrouillage Centralisé À Distance', 'ESP', 'Caméra De Recul', 'CD/MP3/Bluetooth', 'Airbags', 'Ordinateur De Bord', 'Jantes Aluminium', 'Climatisation', 'Sièges Cuir']"
Fiat 500 Diesel Manuelle 2016 à Casablanca,SUPERCAR,108 000 DH,Casablanca,Diesel,Manuelle,6 CV,6 Images,"Voitures d'occasion, à vendre",Californie,WW au Maroc,Excellent,Fiat,500,2016,5,Non,100 000 - 109 999,"['Ordinateur De Bord', 'ESP', 'CD/MP3/Bluetooth', 'Airbags', 'Radar De Recul', 'Limiteur De Vitesse', 'Jantes Aluminium', 'Climatisation', 'Verrouillage Centralisé À Distance', 'Régulateur De Vitesse', 'ABS', 'Vitres Électriques']"
Mercedes-Benz Classe C Hybride Automatique 2024,Haussmann Auto,PRIX NON SPÉCIFIÉ,Casablanca,Hybride,Automatique,8 CV,7 Images,"Voitures d'occasion, à vendre",Ain Sebaa,Importée neuve,Neuf,Mercedes-Benz,Classe C,2024,5,Oui,0 - 4 999,"['ABS', 'Système De Navigation/GPS', 'Vitres Électriques', 'ESP', 'Toit Ouvrant', 'Verrouillage Centralisé À Distance', 'Caméra De Recul', 'Limiteur De Vitesse', 'Ordinateur De Bord', 'Régulateur De Vitesse', 'Climatisation', 'Radar De Recul', 'Sièges Cuir', 'Airbags', 'Jantes Aluminium', 'CD/MP3/Bluetooth']"
